customer_id,location,gender,signup_date,sale_id,product_id,timestamp,quantity,price,revenue,name,category,supplier,customer_lifetime_value,timestamp_last,days_since_last_purchase
5,Port Harcourt,Male,2020-04-02,1398,59,2022-10-15,1,28070,28070,Product_59,Home,Supplier C,301383,2023-02-19,315
5,Port Harcourt,Male,2020-04-02,1734,28,2021-11-16,3,27160,81480,Product_28,Groceries,Supplier D,301383,2023-02-19,315
5,Port Harcourt,Male,2020-04-02,2077,90,2023-02-19,3,16835,50505,Product_90,Home,Supplier D,301383,2023-02-19,315
6,Abuja,Female,2021-11-02,367,33,2023-09-28,1,18771,18771,Product_33,Electronics,Supplier D,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,846,93,2021-10-29,4,34950,139800,Product_93,Groceries,Supplier B,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,2402,33,2021-12-21,3,18771,56313,Product_33,Electronics,Supplier D,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,3401,95,2022-11-21,4,6126,24504,Product_95,Electronics,Supplier C,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,3608,28,2023-02-09,1,27160,27160,Product_28,Groceries,Supplier D,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,3882,32,2022-10-21,4,7559,30236,Product_32,Toys,Supplier A,358224,2023-09-28,94
6,Abuja,Female,2021-11-02,4162,6,2021-08-18,2,30720,61440,Product_6,Toys,Supplier A,358224,2023-09-28,94
7,Kano,Female,2020-03-01,341,26,2022-10-05,1,35650,35650,Product_26,Fashion,Supplier C,980494,2023-12-02,29
7,Kano,Female,2020-03-01,361,92,2021-03-15,4,49401,197604,Product_92,Groceries,Supplier A,980494,2023-12-02,29
7,Kano,Female,2020-03-01,422,66,2022-01-26,4,13525,54100,Product_66,Fashion,Supplier D,980494,2023-12-02,29
7,Kano,Female,2020-03-01,1651,65,2023-10-29,3,26529,79587,Product_65,Electronics,Supplier C,980494,2023-12-02,29
7,Kano,Female,2020-03-01,1983,45,2021-11-26,4,38067,152268,Product_45,Toys,Supplier A,980494,2023-12-02,29
7,Kano,Female,2020-03-01,2183,17,2023-12-02,2,11206,22412,Product_17,Electronics,Supplier A,980494,2023-12-02,29
7,Kano,Female,2020-03-01,2485,86,2021-03-10,4,28587,114348,Product_86,Fashion,Supplier C,980494,2023-12-02,29
7,Kano,Female,2020-03-01,3211,96,2021-02-11,2,7924,15848,Product_96,Books,Supplier B,980494,2023-12-02,29
7,Kano,Female,2020-03-01,3493,65,2023-05-01,3,26529,79587,Product_65,Electronics,Supplier C,980494,2023-12-02,29
7,Kano,Female,2020-03-01,3511,40,2022-11-01,3,21453,64359,Product_40,Groceries,Supplier B,980494,2023-12-02,29
7,Kano,Female,2020-03-01,3751,13,2021-08-24,4,37811,151244,Product_13,Toys,Supplier A,980494,2023-12-02,29
7,Kano,Female,2020-03-01,4465,12,2021-06-25,1,13487,13487,Product_12,Fashion,Supplier B,980494,2023-12-02,29
8,Kano,Female,2021-09-25,251,11,2021-05-04,4,7509,30036,Product_11,Electronics,Supplier D,625158,2023-09-10,112
8,Kano,Female,2021-09-25,1203,92,2021-11-20,3,49401,148203,Product_92,Groceries,Supplier A,625158,2023-09-10,112
8,Kano,Female,2021-09-25,1213,44,2022-05-01,4,24321,97284,Product_44,Books,Supplier B,625158,2023-09-10,112
8,Kano,Female,2021-09-25,2660,42,2021-01-31,1,49646,49646,Product_42,Groceries,Supplier A,625158,2023-09-10,112
8,Kano,Female,2021-09-25,3652,13,2022-12-20,3,37811,113433,Product_13,Toys,Supplier A,625158,2023-09-10,112
8,Kano,Female,2021-09-25,3923,24,2023-02-15,4,1935,7740,Product_24,Fashion,Supplier B,625158,2023-09-10,112
8,Kano,Female,2021-09-25,4187,41,2021-04-02,3,11883,35649,Product_41,Groceries,Supplier D,625158,2023-09-10,112
8,Kano,Female,2021-09-25,4560,17,2023-05-31,4,11206,44824,Product_17,Electronics,Supplier A,625158,2023-09-10,112
8,Kano,Female,2021-09-25,4638,86,2023-02-19,2,28587,57174,Product_86,Fashion,Supplier C,625158,2023-09-10,112
8,Kano,Female,2021-09-25,4689,43,2021-09-16,4,2853,11412,Product_43,Home,Supplier D,625158,2023-09-10,112
8,Kano,Female,2021-09-25,4993,20,2023-09-10,1,29757,29757,Product_20,Home,Supplier B,625158,2023-09-10,112
9,Kano,Male,2022-12-10,223,78,2023-09-13,4,23911,95644,Product_78,Books,Supplier D,588789,2023-11-02,59
9,Kano,Male,2022-12-10,257,93,2023-02-21,3,34950,104850,Product_93,Groceries,Supplier B,588789,2023-11-02,59
9,Kano,Male,2022-12-10,655,16,2023-06-12,2,5945,11890,Product_16,Groceries,Supplier A,588789,2023-11-02,59
9,Kano,Male,2022-12-10,1135,4,2023-11-02,1,10677,10677,Product_4,Electronics,Supplier C,588789,2023-11-02,59
9,Kano,Male,2022-12-10,1461,16,2021-08-01,1,5945,5945,Product_16,Groceries,Supplier A,588789,2023-11-02,59
9,Kano,Male,2022-12-10,1520,14,2021-10-27,1,32075,32075,Product_14,Electronics,Supplier C,588789,2023-11-02,59
9,Kano,Male,2022-12-10,2609,69,2021-11-06,2,24150,48300,Product_69,Fashion,Supplier C,588789,2023-11-02,59
9,Kano,Male,2022-12-10,2889,65,2022-07-01,2,26529,53058,Product_65,Electronics,Supplier C,588789,2023-11-02,59
9,Kano,Male,2022-12-10,3385,54,2023-07-01,4,22010,88040,Product_54,Home,Supplier A,588789,2023-11-02,59
9,Kano,Male,2022-12-10,3538,90,2021-02-02,2,16835,33670,Product_90,Home,Supplier D,588789,2023-11-02,59
9,Kano,Male,2022-12-10,3678,76,2022-04-18,1,10896,10896,Product_76,Electronics,Supplier C,588789,2023-11-02,59
9,Kano,Male,2022-12-10,4540,61,2021-07-26,3,29741,89223,Product_61,Toys,Supplier D,588789,2023-11-02,59
9,Kano,Male,2022-12-10,4838,15,2021-08-09,3,1507,4521,Product_15,Books,Supplier D,588789,2023-11-02,59
10,Port Harcourt,Female,2022-10-25,209,18,2022-03-09,1,48017,48017,Product_18,Toys,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,363,64,2022-11-29,4,12245,48980,Product_64,Fashion,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,770,11,2023-12-30,3,7509,22527,Product_11,Electronics,Supplier D,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,848,29,2023-02-08,3,5584,16752,Product_29,Electronics,Supplier B,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,1164,64,2022-02-14,2,12245,24490,Product_64,Fashion,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,1209,95,2023-12-21,3,6126,18378,Product_95,Electronics,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,1505,98,2021-08-09,2,45423,90846,Product_98,Groceries,Supplier B,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,1669,20,2023-05-15,1,29757,29757,Product_20,Home,Supplier B,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,1859,26,2023-09-26,2,35650,71300,Product_26,Fashion,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,2261,99,2022-10-26,3,20482,61446,Product_99,Fashion,Supplier B,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,3700,60,2023-09-01,1,27582,27582,Product_60,Groceries,Supplier D,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,4130,90,2022-05-27,1,16835,16835,Product_90,Home,Supplier D,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,4580,69,2021-08-30,4,24150,96600,Product_69,Fashion,Supplier C,628676,2023-12-30,1
10,Port Harcourt,Female,2022-10-25,4637,53,2021-02-15,2,27583,55166,Product_53,Books,Supplier C,628676,2023-12-30,1
11,Ibadan,Female,2021-08-26,1126,63,2021-03-03,4,45069,180276,Product_63,Home,Supplier A,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,1424,85,2022-04-04,3,48351,145053,Product_85,Fashion,Supplier C,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,2079,56,2022-08-24,3,8313,24939,Product_56,Groceries,Supplier A,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,2213,37,2021-09-21,3,15359,46077,Product_37,Books,Supplier A,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,2750,76,2022-04-20,2,10896,21792,Product_76,Electronics,Supplier C,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,3031,3,2022-09-10,1,33562,33562,Product_3,Toys,Supplier C,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,3201,3,2023-07-24,2,33562,67124,Product_3,Toys,Supplier C,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,3712,63,2021-05-27,1,45069,45069,Product_63,Home,Supplier A,645820,2023-07-24,160
11,Ibadan,Female,2021-08-26,4042,99,2021-11-04,4,20482,81928,Product_99,Fashion,Supplier B,645820,2023-07-24,160
12,Kano,Female,2021-11-12,1104,60,2023-05-19,1,27582,27582,Product_60,Groceries,Supplier D,781624,2023-09-27,95
12,Kano,Female,2021-11-12,1188,57,2021-02-11,2,32098,64196,Product_57,Toys,Supplier B,781624,2023-09-27,95
12,Kano,Female,2021-11-12,1462,34,2023-06-19,4,46039,184156,Product_34,Electronics,Supplier D,781624,2023-09-27,95
12,Kano,Female,2021-11-12,2591,24,2022-11-28,2,1935,3870,Product_24,Fashion,Supplier B,781624,2023-09-27,95
12,Kano,Female,2021-11-12,2813,20,2021-12-10,3,29757,89271,Product_20,Home,Supplier B,781624,2023-09-27,95
12,Kano,Female,2021-11-12,2930,35,2023-09-27,2,7991,15982,Product_35,Electronics,Supplier A,781624,2023-09-27,95
12,Kano,Female,2021-11-12,3216,57,2023-07-09,4,32098,128392,Product_57,Toys,Supplier B,781624,2023-09-27,95
12,Kano,Female,2021-11-12,3407,59,2021-12-30,4,28070,112280,Product_59,Home,Supplier C,781624,2023-09-27,95
12,Kano,Female,2021-11-12,3706,39,2023-03-30,1,9577,9577,Product_39,Fashion,Supplier A,781624,2023-09-27,95
12,Kano,Female,2021-11-12,4044,8,2021-10-08,2,1636,3272,Product_8,Books,Supplier C,781624,2023-09-27,95
12,Kano,Female,2021-11-12,4223,58,2023-03-10,3,47682,143046,Product_58,Groceries,Supplier D,781624,2023-09-27,95
13,Enugu,Male,2021-06-17,243,40,2023-01-31,4,21453,85812,Product_40,Groceries,Supplier B,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,301,53,2023-08-25,3,27583,82749,Product_53,Books,Supplier C,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,613,98,2022-01-16,4,45423,181692,Product_98,Groceries,Supplier B,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,886,65,2022-08-19,1,26529,26529,Product_65,Electronics,Supplier C,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,1332,97,2022-01-23,1,13357,13357,Product_97,Toys,Supplier D,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,1360,82,2023-11-19,2,12222,24444,Product_82,Home,Supplier A,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,2058,3,2022-11-04,3,33562,100686,Product_3,Toys,Supplier C,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,2064,34,2022-10-10,2,46039,92078,Product_34,Electronics,Supplier D,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,2297,28,2023-11-07,2,27160,54320,Product_28,Groceries,Supplier D,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,3067,55,2022-01-17,2,44564,89128,Product_55,Books,Supplier A,832059,2023-11-19,42
13,Enugu,Male,2021-06-17,4754,1,2021-01-15,3,27088,81264,Product_1,Books,Supplier A,832059,2023-11-19,42
14,Port Harcourt,Female,2022-04-17,15,17,2021-02-26,1,11206,11206,Product_17,Electronics,Supplier A,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,515,80,2021-03-15,3,13761,41283,Product_80,Electronics,Supplier A,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,948,95,2023-05-30,1,6126,6126,Product_95,Electronics,Supplier C,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,1154,70,2023-02-22,3,7040,21120,Product_70,Home,Supplier A,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,1155,81,2021-02-11,4,3593,14372,Product_81,Groceries,Supplier C,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,1219,82,2021-09-10,2,12222,24444,Product_82,Home,Supplier A,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,1823,65,2023-08-08,2,26529,53058,Product_65,Electronics,Supplier C,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,2361,50,2021-04-30,2,22230,44460,Product_50,Fashion,Supplier D,310601,2023-08-08,145
14,Port Harcourt,Female,2022-04-17,4555,79,2022-07-19,2,47266,94532,Product_79,Fashion,Supplier C,310601,2023-08-08,145
15,Abuja,Female,2021-10-06,219,87,2022-11-08,3,32847,98541,Product_87,Toys,Supplier C,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,330,86,2022-05-05,4,28587,114348,Product_86,Fashion,Supplier C,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,871,8,2021-01-31,4,1636,6544,Product_8,Books,Supplier C,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,3126,19,2022-11-01,3,44986,134958,Product_19,Electronics,Supplier C,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,3312,44,2021-10-03,3,24321,72963,Product_44,Books,Supplier B,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,3368,5,2023-05-11,3,22227,66681,Product_5,Groceries,Supplier D,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,4072,49,2022-03-12,3,25838,77514,Product_49,Groceries,Supplier D,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,4686,12,2021-09-20,2,13487,26974,Product_12,Fashion,Supplier B,602116,2023-05-11,234
15,Abuja,Female,2021-10-06,4945,81,2022-07-16,1,3593,3593,Product_81,Groceries,Supplier C,602116,2023-05-11,234
16,Ibadan,Male,2020-08-20,58,94,2022-03-19,2,32696,65392,Product_94,Electronics,Supplier C,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,180,85,2021-09-01,1,48351,48351,Product_85,Fashion,Supplier C,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,557,25,2022-10-05,4,33839,135356,Product_25,Books,Supplier D,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,735,21,2021-12-25,3,22236,66708,Product_21,Groceries,Supplier D,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,765,83,2022-05-18,4,22542,90168,Product_83,Fashion,Supplier B,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,1388,16,2021-07-09,1,5945,5945,Product_16,Groceries,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,1630,66,2023-02-24,1,13525,13525,Product_66,Fashion,Supplier D,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,2155,8,2023-02-24,3,1636,4908,Product_8,Books,Supplier C,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,2451,11,2021-04-30,4,7509,30036,Product_11,Electronics,Supplier D,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,2808,14,2022-09-26,2,32075,64150,Product_14,Electronics,Supplier C,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,3099,13,2021-11-30,4,37811,151244,Product_13,Toys,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,3145,13,2021-06-10,3,37811,113433,Product_13,Toys,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,3214,6,2023-02-24,3,30720,92160,Product_6,Toys,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,3852,54,2022-12-29,4,22010,88040,Product_54,Home,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,4081,6,2023-01-24,3,30720,92160,Product_6,Toys,Supplier A,1159772,2023-02-24,310
16,Ibadan,Male,2020-08-20,4930,71,2021-04-28,3,32732,98196,Product_71,Toys,Supplier A,1159772,2023-02-24,310
17,Enugu,Female,2021-06-07,946,53,2023-05-29,2,27583,55166,Product_53,Books,Supplier C,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1140,70,2021-06-24,2,7040,14080,Product_70,Home,Supplier A,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1789,18,2022-10-14,3,48017,144051,Product_18,Toys,Supplier C,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1797,98,2022-12-07,1,45423,45423,Product_98,Groceries,Supplier B,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1831,18,2021-10-23,1,48017,48017,Product_18,Toys,Supplier C,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1945,20,2022-09-10,4,29757,119028,Product_20,Home,Supplier B,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,1991,38,2021-01-27,1,8573,8573,Product_38,Home,Supplier A,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,2996,54,2021-01-01,1,22010,22010,Product_54,Home,Supplier A,509406,2023-05-29,216
17,Enugu,Female,2021-06-07,3186,65,2021-02-28,2,26529,53058,Product_65,Electronics,Supplier C,509406,2023-05-29,216
18,Enugu,Female,2020-12-11,581,3,2022-04-18,3,33562,100686,Product_3,Toys,Supplier C,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,615,30,2021-12-10,3,17161,51483,Product_30,Electronics,Supplier B,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1103,60,2021-06-11,1,27582,27582,Product_60,Groceries,Supplier D,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1268,61,2021-09-06,4,29741,118964,Product_61,Toys,Supplier D,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1302,10,2023-01-21,2,32466,64932,Product_10,Books,Supplier B,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1353,85,2022-09-12,2,48351,96702,Product_85,Fashion,Supplier C,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1737,97,2022-11-27,2,13357,26714,Product_97,Toys,Supplier D,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,1874,87,2021-01-13,3,32847,98541,Product_87,Toys,Supplier C,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,2832,41,2023-09-27,4,11883,47532,Product_41,Groceries,Supplier D,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,3180,16,2023-08-20,4,5945,23780,Product_16,Groceries,Supplier A,771117,2023-09-27,95
18,Enugu,Female,2020-12-11,4129,45,2021-11-26,3,38067,114201,Product_45,Toys,Supplier A,771117,2023-09-27,95
19,Abuja,Male,2022-12-05,154,32,2023-06-24,2,7559,15118,Product_32,Toys,Supplier A,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,968,85,2022-08-27,3,48351,145053,Product_85,Fashion,Supplier C,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,1115,100,2022-05-09,3,11925,35775,Product_100,Home,Supplier A,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,1186,60,2023-08-08,3,27582,82746,Product_60,Groceries,Supplier D,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,1648,27,2022-07-03,2,26321,52642,Product_27,Toys,Supplier A,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,1742,2,2022-08-22,4,26623,106492,Product_2,Groceries,Supplier D,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,1796,60,2022-04-19,4,27582,110328,Product_60,Groceries,Supplier D,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,3187,93,2022-01-21,1,34950,34950,Product_93,Groceries,Supplier B,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,3855,99,2023-04-12,4,20482,81928,Product_99,Fashion,Supplier B,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,4089,78,2023-11-26,2,23911,47822,Product_78,Books,Supplier D,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,4746,74,2021-06-05,2,42346,84692,Product_74,Toys,Supplier D,831868,2023-11-26,35
19,Abuja,Male,2022-12-05,4824,30,2023-10-30,2,17161,34322,Product_30,Electronics,Supplier B,831868,2023-11-26,35
20,Ibadan,Female,2021-06-29,665,2,2022-06-25,1,26623,26623,Product_2,Groceries,Supplier D,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,1230,32,2021-07-10,3,7559,22677,Product_32,Toys,Supplier A,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,2100,19,2023-11-12,3,44986,134958,Product_19,Electronics,Supplier C,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,2646,78,2023-08-02,2,23911,47822,Product_78,Books,Supplier D,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,3049,69,2023-05-04,1,24150,24150,Product_69,Fashion,Supplier C,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,3851,64,2021-07-04,4,12245,48980,Product_64,Fashion,Supplier C,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,4488,66,2022-04-28,2,13525,27050,Product_66,Fashion,Supplier D,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,4649,28,2021-08-04,2,27160,54320,Product_28,Groceries,Supplier D,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,4807,90,2022-11-22,4,16835,67340,Product_90,Home,Supplier D,499343,2023-11-12,49
20,Ibadan,Female,2021-06-29,4980,98,2022-06-17,1,45423,45423,Product_98,Groceries,Supplier B,499343,2023-11-12,49
21,Port Harcourt,Male,2022-03-04,118,8,2021-09-10,1,1636,1636,Product_8,Books,Supplier C,682235,2023-09-13,109
21,Port Harcourt,Male,2022-03-04,199,66,2021-12-22,4,13525,54100,Product_66,Fashion,Supplier D,682235,2023-09-13,109
21,Port Harcourt,Male,2022-03-04,394,65,2022-10-30,4,26529,106116,Product_65,Electronics,Supplier C,682235,2023-09-13,109
21,Port Harcourt,Male,2022-03-04,1721,87,2023-03-13,3,32847,98541,Product_87,Toys,Supplier C,682235,2023-09-13,109
21,Port Harcourt,Male,2022-03-04,2220,47,2021-03-22,2,21695,43390,Product_47,Home,Supplier B,682235,2023-09-13,109
21,Port Harcourt,Male,2022-03-04,2321,57,2021-08-24,1,32098,32098,Product_57,Toys,Supplier B,682235,2023-09-13,109
